Id Reprezentanta,Model,An,Pret,Transmisie,Nr mile,Combustibil,Taxe,Consum,Capacitate cilindrica
11, A Class,2018,17498,Semi-Auto,15316,Petrol,145,49.6,1.6
4, GLA Class,2016,21498,Semi-Auto,21253,Petrol,200,43.5,2
9, E Class,2016,19498,Semi-Auto,23791,Diesel,125,56.5,2.1
12, C Class,2017,18998,Semi-Auto,26866,Diesel,30,64.2,2.1
10, A Class,2017,18498,Semi-Auto,15478,Petrol,145,53.3,1.6
9, E Class,2019,40998,Semi-Auto,1255,Diesel,145,49.6,2
10, S Class,2019,49998,Semi-Auto,83,Diesel,145,52.3,3
9, S Class,2016,31998,Semi-Auto,14633,Diesel,200,47.9,3
7, A Class,2019,23498,Semi-Auto,5800,Diesel,150,65.7,1.5
6, C Class,2017,18498,Semi-Auto,20618,Diesel,30,64.2,2.1
11, S Class,2015,27998,Semi-Auto,17168,Diesel,200,48.7,3
14, C Class,2019,24998,Semi-Auto,15536,Petrol,145,47.1,1.5
13, C Class,2019,24998,Semi-Auto,16103,Petrol,145,47.1,1.5
15, C Class,2019,21998,Semi-Auto,14576,Petrol,145,46.3,1.5
8, C Class,2018,29498,Semi-Auto,6198,Diesel,145,54.3,2
4, E Class,2019,24498,Semi-Auto,15316,Diesel,145,72.4,2
6, S Class,2015,28498,Semi-Auto,15293,Diesel,200,48.7,3
7, E Class,2016,20998,Semi-Auto,16843,Diesel,145,54.3,3
6, E Class,2016,19998,Semi-Auto,18718,Diesel,145,54.3,3
12, E Class,2016,20298,Semi-Auto,26707,Diesel,145,54.3,3
13, E Class,2016,19498,Semi-Auto,36107,Diesel,160,51.4,3
8, C Class,2016,19498,Semi-Auto,24756,Diesel,30,64.2,2.1
13, E Class,2017,20998,Semi-Auto,29816,Diesel,145,61.4,2
1, E Class,2016,21498,Semi-Auto,29833,Diesel,160,51.4,3
9, E Class,2016,19698,Semi-Auto,42334,Diesel,30,65.7,2
13, GL Class,2015,31998,Semi-Auto,36281,Diesel,330,36.2,3
5, E Class,2015,19498,Semi-Auto,22877,Diesel,150,54.3,3
6, GLE Class,2016,30998,Semi-Auto,19574,Diesel,240,42.8,3
14, CL Class,2014,15998,Semi-Auto,42514,Diesel,30,62.8,2.1
11, C Class,2016,17998,Semi-Auto,36587,Hybrid,0,134.5,2
4, SLK,2015,14298,Semi-Auto,21624,Diesel,145,56.5,2
15, A Class,2017,15498,Manuala,47412,Diesel,20,68.9,1.5
5, GLC Class,2016,21500,Semi-Auto,23349,Diesel,125,56.5,2.1
3, C Class,2016,14698,Manuala,19864,Diesel,20,70.6,2.1
3, C Class,2016,13998,Manuala,22117,Petrol,125,53.3,2
3, C Class,2015,14698,Semi-Auto,43331,Diesel,20,64.2,2.1
11, A Class,2019,18498,Manuala,2810,Petrol,145,28.5,1.3
8, B Class,2014,9998,Manuala,24510,Diesel,30,61.4,1.5
1, GLE Class,2017,34998,Semi-Auto,16647,Diesel,205,47.9,2.1
12, C Class,2014,10498,Semi-Auto,51929,Diesel,145,53.3,2.1
3, A Class,2016,14998,Manuala,24569,Diesel,20,68.9,1.5
2, GLA Class,2014,14998,Semi-Auto,64001,Diesel,145,55.4,2.1
12, A Class,2018,19998,Semi-Auto,6340,Petrol,145,53.3,1.3
7, C Class,2016,19698,Automata,25107,Hybrid,0,134.5,2
1, A Class,2018,17498,Semi-Auto,15597,Diesel,145,68.9,2.1
2, C Class,2017,22498,Semi-Auto,20491,Hybrid,135,74.3,2.1
12, C Class,2015,11998,Manuala,52792,Diesel,20,72.4,1.6
15, GLC Class,2018,32498,Semi-Auto,12517,Diesel,145,45.6,3
7, C Class,2016,16298,Semi-Auto,29201,Diesel,30,64.2,1.6
14, A Class,2013,11998,Manuala,13680,Petrol,125,51.4,1.6
7, GLC Class,2016,20998,Semi-Auto,37045,Diesel,125,56.5,2.1
14, E Class,2018,21498,Semi-Auto,25454,Diesel,150,72.4,2
4, GLC Class,2017,25498,Semi-Auto,17967,Diesel,150,56.5,2.1
6, CL Class,2014,16995,Semi-Auto,37208,Diesel,30,62.8,2.1
14, GLE Class,2017,28500,Semi-Auto,28297,Diesel,200,47.9,2.1
9, A Class,2016,13900,Manuala,16349,Diesel,20,72.4,1.5
6, CL Class,2015,18498,Semi-Auto,18982,Diesel,20,67.3,2.1
13, GLE Class,2017,31498,Semi-Auto,9949,Diesel,205,47.9,2.1
13, C Class,2016,15698,Automata,42062,Petrol,125,50.4,2
5, C Class,2015,16998,Semi-Auto,43883,Diesel,125,60.1,2.1
6, GLA Class,2015,17498,Semi-Auto,30154,Diesel,125,55.4,2.1
5, C Class,2017,20998,Semi-Auto,42036,Diesel,20,67.3,2.1
7, C Class,2016,20998,Semi-Auto,23429,Hybrid,0,122.8,2
7, C Class,2017,16498,Automata,20764,Diesel,150,58.9,2.1
1, B Class,2017,15998,Semi-Auto,21306,Diesel,145,68.9,2.1
12, C Class,2013,11998,Semi-Auto,31706,Diesel,145,53.3,2.1
7, E Class,2018,32498,Semi-Auto,9252,Petrol,145,33.6,3
13, CL Class,2017,19295,Automata,39643,Diesel,20,67.3,2.1
13, E Class,2017,21950,Automata,26355,Diesel,145,65.7,2
7, C Class,2019,24495,Semi-Auto,10000,Diesel,145,61.4,2
13, GLC Class,2016,24995,Automata,40343,Diesel,125,56.5,2.1
12, C Class,2016,18990,Semi-Auto,26413,Diesel,20,64.2,2.1
12, GLC Class,2018,27590,Semi-Auto,16776,Diesel,145,56.5,2.1
8, E Class,2013,9495,Semi-Auto,82312,Diesel,145,55.4,2.1
6, GLA Class,2017,22750,Semi-Auto,9000,Diesel,145,56.5,2.1
3, GLA Class,2016,21595,Semi-Auto,21512,Petrol,200,43.5,2
12, C Class,2015,12495,Semi-Auto,50374,Diesel,20,65.7,2.1
11, V Class,2018,20498,Manuala,23694,Diesel,145,46.3,2.1
1, V Class,2018,19498,Manuala,24164,Diesel,145,46.3,2.1
15, C Class,2015,17498,Semi-Auto,42471,Hybrid,0,76.4,2.1
8, C Class,2016,16198,Manuala,41974,Diesel,20,68.9,2.1
10, V Class,2018,20498,Manuala,23128,Diesel,145,46.3,2.1
1, S Class,2016,30498,Semi-Auto,17624,Diesel,200,47.9,3
15, C Class,2017,17998,Semi-Auto,16291,Petrol,145,50.4,2
2, V Class,2018,19998,Manuala,27222,Diesel,145,46.3,2.1
9, V Class,2016,17998,Manuala,21981,Diesel,200,46.3,2.1
8, V Class,2018,20498,Manuala,20138,Diesel,145,46.3,2.1
2, B Class,2017,13498,Manuala,35881,Diesel,20,68.9,1.5
15, GLE Class,2017,29998,Semi-Auto,15626,Diesel,265,42.8,3
3, GLC Class,2017,20998,Semi-Auto,40949,Diesel,125,56.5,2.1
5, E Class,2017,21498,Semi-Auto,31750,Diesel,145,61.4,2
3, GLA Class,2015,17498,Semi-Auto,25909,Diesel,125,56.5,2.1
4, A Class,2014,10498,Manuala,63177,Diesel,30,64.2,2.1
1, GLA Class,2014,20498,Semi-Auto,45231,Petrol,235,37.7,2
1, C Class,2016,16998,Semi-Auto,43014,Diesel,30,64.2,2.1
5, E Class,2017,19698,Semi-Auto,25152,Diesel,145,72.4,2
15, C Class,2017,25798,Semi-Auto,9676,Diesel,145,65.7,2.1
4, C Class,2018,20498,Semi-Auto,7894,Diesel,145,60.1,2.1
1, C Class,2015,13498,Manuala,38438,Diesel,20,70.6,2.1
10, E Class,2015,17998,Semi-Auto,34464,Diesel,145,53.3,3
8, GLA Class,2016,18998,Semi-Auto,19696,Diesel,125,56.5,2.1
3, B Class,2019,21998,Semi-Auto,7214,Diesel,145,55.4,2
4, CLS Class,2019,40998,Semi-Auto,4001,Diesel,145,47.9,2.9
6, CLS Class,2015,19698,Semi-Auto,44143,Diesel,160,51.4,3
4, C Class,2019,23498,Semi-Auto,19204,Diesel,150,61.4,2
14, GLE Class,2017,26998,Semi-Auto,47120,Diesel,200,47.9,2.1
10, GLC Class,2016,20998,Semi-Auto,36240,Diesel,125,56.5,2.1
3, C Class,2016,14498,Manuala,21945,Petrol,125,53.3,2
9, E Class,2017,20998,Semi-Auto,21929,Diesel,30,65.7,2
11, V Class,2018,19998,Manuala,27222,Diesel,145,46.3,2.1
3, V Class,2016,17998,Manuala,21981,Diesel,200,46.3,2.1
15, A Class,2014,13998,Semi-Auto,29670,Diesel,20,68.9,2.1
9, C Class,2019,29498,Semi-Auto,2195,Diesel,145,61.4,2
12, GLC Class,2016,21998,Semi-Auto,27894,Diesel,125,56.5,2.1
8, A Class,2019,21998,Semi-Auto,11578,Petrol,150,53.3,1.3
2, GLE Class,2017,28998,Semi-Auto,18855,Diesel,200,47.9,2.1
